A,B,C,D,E,F,G,H,I,J,K,L,LF市盈率,M,N,TTM市盈率,买一,买一量,买三,买三量,买二,买二量,买五,买五量,买四,买四量,买盘大单,买盘小单,今开,内盘,动态市盈率,卖一,卖一量,卖三,卖三量,卖二,卖二量,卖五,卖五量,卖四,卖四量,卖盘大单,均价,外盘,总市值,成交量,成交额,振幅(%),换手率,时间戳,昨收,最低,最高,流通市值,涨停价,涨跌,涨跌幅(%),现价,跌停价,量比,静态市盈率
60.0,208.1394,0.0,4.93,10.07,3.95,22.8,18.73,-2.9,-2.56,1.41,54884473.0,0.46,-11.51,54884473.0,4.56,19.43,32.0,19.4,13.0,19.41,1.0,19.38,9.0,19.39,34.0,0.732,0.0,19.38,298.0,4.71,19.47,9.0,19.51,3.0,19.48,4.0,19.55,9.0,19.54,4.0,0.268,19.42,774.0,83.27,1072.0,0.0,1.13,0.2,20220304161403.0,19.41,19.33,19.55,10.68,21.35,0.04,0.21,19.45,17.47,3.1,4.81
