A,B,C,D,E,F,G,H,I,J,K,L,LF市盈率,M,N,TTM市盈率,买一,买一量,买三,买三量,买二,买二量,买五,买五量,买四,买四量,买盘大单,买盘小单,今开,内盘,动态市盈率,卖一,卖一量,卖三,卖三量,卖二,卖二量,卖五,卖五量,卖四,卖四量,卖盘大单,卖盘小单,均价,外盘,总市值,成交量,成交额,振幅(%),换手率,时间戳,昨收,最低,最高,流通市值,涨停价,涨跌,涨跌幅(%),现价,跌停价,量比,静态市盈率
-9726.0,1.63,-5.07,4.0,0.24,9.49,2.53,87.3,15.38,23.99,12.51,10.16,9.64,-31.28,336.48,82.78,74.89,3747.0,74.85,1236.0,74.86,3000.0,74.82,2000.0,74.83,700.0,0.189,0.338,75.08,8423860.0,82.78,74.9,10509.0,74.93,7465.0,74.92,1550.0,74.97,685.0,74.95,200.0,0.185,0.288,75.82,9110983.0,1553.24,17534842.0,132957.2372,5.6,1.44,20220304160000.0,76.2,74.01,78.28,914.5,91.44,-1.3,-1.71,74.9,60.96,0.8,82.78
