A,B,C,D,E,F,G,H,I,J,K,L,LF市盈率,M,N,TTM市盈率,买一,买一量,买三,买三量,买二,买二量,买五,买五量,买四,买四量,买盘大单,买盘小单,今开,内盘,动态市盈率,卖一,卖一量,卖三,卖三量,卖二,卖二量,卖五,卖五量,卖四,卖四量,卖盘大单,卖盘小单,均价,外盘,总市值,成交量,成交额,振幅(%),换手率,时间戳,昨收,最低,最高,流通市值,涨停价,涨跌,涨跌幅(%),现价,跌停价,量比,静态市盈率
14178.0,0.9,-9.96,-0.22,2.17,8.77,1.53,6.76,4.24,-2.95,-1.28,-10.31,1.24,23.44,0.22,13.35,4.61,2428.0,4.59,8782.0,4.6,13684.0,4.57,4753.0,4.58,7687.0,0.091,0.379,4.65,199650.0,11.68,4.62,1836.0,4.64,5477.0,4.63,5193.0,4.66,3874.0,4.65,6776.0,0.133,0.398,4.62,183727.0,1154.34,383377.0,17719.3461,1.29,0.17,20220304161403.0,4.66,4.6,4.66,1038.89,5.13,-0.05,-1.07,4.61,4.19,0.93,14.86
