A,B,C,D,E,F,G,H,I,J,K,L,LF市盈率,M,N,TTM市盈率,买一,买一量,买三,买三量,买二,买二量,买五,买五量,买四,买四量,买盘大单,买盘小单,今开,内盘,动态市盈率,卖一,卖一量,卖三,卖三量,卖二,卖二量,卖五,卖五量,卖四,卖四量,卖盘大单,卖盘小单,均价,外盘,总市值,成交量,成交额,振幅(%),换手率,时间戳,昨收,最低,最高,流通市值,涨停价,涨跌,涨跌幅(%),现价,跌停价,量比,静态市盈率
233.0,0.82,-16.49,-1.61,0.5,14.07,11.27,142.55,87.8,-2.16,1.58,-18.6,4.94,73.5,-32.1,35.14,90.0,29.0,89.98,14.0,89.99,144.0,89.96,51.0,89.97,37.0,0.138,0.487,88.59,9388.0,50.29,90.04,13.0,90.07,1.0,90.05,1.0,90.1,15.0,90.08,12.0,0.036,0.34,89.8,14473.0,412.71,23861.0,21427.5949,2.18,0.52,20220304160001.0,89.15,88.42,90.36,411.57,98.07,0.85,0.95,90.0,80.24,1.39,24.87
