A,B,C,D,E,F,G,H,I,J,K,L,LF市盈率,M,N,TTM市盈率,买一,买一量,买三,买三量,买二,买二量,买五,买五量,买四,买四量,买盘大单,买盘小单,今开,内盘,动态市盈率,卖一,卖一量,卖三,卖三量,卖二,卖二量,卖五,卖五量,卖四,卖四量,卖盘大单,卖盘小单,均价,外盘,总市值,成交量,成交额,振幅(%),换手率,时间戳,昨收,最低,最高,流通市值,涨停价,涨跌,涨跌幅(%),现价,跌停价,量比,静态市盈率
-2787.0,0.99,3.84,0.22,0.47,10.12,3.98,11.17,6.55,0.11,14.07,6.83,1.9,-50.77,17.83,18.72,8.91,484.0,8.89,215.0,8.9,224.0,8.87,163.0,8.88,265.0,0.027,0.357,9.09,98568.0,18.72,8.92,14.0,8.94,96.0,8.93,91.0,8.96,3724.0,8.95,213.0,0.024,0.592,8.99,60878.0,37.8,159445.0,14330.5155,3.61,4.26,20220304161403.0,9.13,8.85,9.18,33.41,10.96,-0.21,-2.3,8.92,7.3,0.9,18.72
