A,B,C,D,E,F,G,H,I,J,K,L,LF市盈率,M,N,TTM市盈率,买一,买一量,买三,买三量,买二,买二量,买五,买五量,买四,买四量,买盘大单,买盘小单,今开,内盘,动态市盈率,卖一,卖一量,卖三,卖三量,卖二,卖二量,卖五,卖五量,卖四,卖四量,卖盘大单,卖盘小单,均价,外盘,总市值,成交量,成交额,振幅(%),换手率,时间戳,昨收,最低,最高,流通市值,涨停价,涨跌,涨跌幅(%),现价,跌停价,量比,静态市盈率
35854.0,0.38,-29.89,5.17,0.0,4.83,3.62,7.7,3.38,-5.91,-19.38,-29.34,1.73,100.0,-11.17,35.9,3.66,33120.0,3.64,102.0,3.65,1552.0,3.62,1050.0,3.63,30.0,0.131,0.505,3.54,26291.0,-35.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363,3.62,39778.0,37.51,66069.0,2392.9064,3.72,0.7,20220304155909.0,3.49,3.53,3.66,34.6,3.66,0.17,4.87,3.66,3.32,0.51,61.21
